time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
2.679970;0.8279;-1.3683;0.5603;1.695
2.684629;0.7671;-1.3382;0.7153;1.700
2.689887;0.7086;-1.3007;0.8369;1.701
2.695551;0.6591;-1.2533;0.9471;1.704
2.705436;0.6016;-1.2033;1.0485;1.706
2.718865;0.5690;-1.1696;1.1268;1.721
2.719542;0.5349;-1.1211;1.1777;1.712
2.719971;0.5301;-1.0579;1.1964;1.683
2.720314;0.4873;-0.9965;1.1734;1.615
2.727486;0.4616;-0.8940;1.1539;1.531
2.730300;0.4481;-0.7719;1.0921;1.410
2.734879;0.4278;-0.6445;1.0456;1.301
2.739395;0.4365;-0.5261;0.9851;1.199
2.745006;0.4649;-0.4528;0.9487;1.149
2.751039;0.4990;-0.4243;0.9289;1.137
2.755164;0.5631;-0.4312;0.9255;1.166
2.759784;0.6551;-0.4305;0.9309;1.217
2.765113;0.7757;-0.4247;0.9593;1.305
2.770170;0.9059;-0.4305;1.0129;1.425
2.775526;1.0488;-0.4339;1.1230;1.597
2.795648;1.1758;-0.4732;1.2155;1.756
2.796596;1.2705;-0.5197;1.3095;1.897
2.796958;1.3331;-0.5926;1.4218;2.037
2.797458;1.4021;-0.6633;1.5620;2.201
2.803024;1.4798;-0.6887;1.7066;2.361
2.808063;1.5349;-0.6546;1.8274;2.475
2.809573;1.5557;-0.5995;1.8911;2.521
2.815495;1.5374;-0.5593;1.9148;2.518
2.820131;1.5181;-0.5005;1.9581;2.528
2.824910;1.4641;-0.4613;1.9758;2.502
2.829907;1.4232;-0.4273;1.9942;2.487
2.837548;1.3616;-0.4080;2.0133;2.465
2.839889;1.2985;-0.4200;2.0356;2.451
2.844843;1.2241;-0.4419;2.0129;2.397
2.849919;1.1360;-0.4757;1.9954;2.345
2.854540;1.0532;-0.4928;2.0000;2.313
2.859465;0.9802;-0.5195;2.0336;2.317
2.865787;0.9003;-0.5103;2.0200;2.270
2.869507;0.8421;-0.5275;1.9806;2.216
2.874884;0.7769;-0.5853;1.9080;2.142
2.879909;0.7048;-0.6500;1.8474;2.081
2.885287;0.6593;-0.7071;1.8100;2.052
2.890121;0.6379;-0.7111;1.7981;2.036
2.894951;0.5855;-0.6786;1.8450;2.051
2.899786;0.5379;-0.6362;1.9152;2.089
2.905217;0.4710;-0.6197;1.9799;2.127
2.910938;0.4081;-0.6099;2.0729;2.199
2.916406;0.3610;-0.5973;2.1897;2.298
2.920741;0.3364;-0.6083;2.2494;2.354
2.925442;0.3339;-0.5854;2.3457;2.441
2.930634;0.3460;-0.5816;2.4505;2.542
2.937860;0.3750;-0.5611;2.4876;2.577
2.945414;0.3847;-0.5646;2.4788;2.571
2.946082;0.3823;-0.5467;2.4293;2.519
2.952330;0.3434;-0.4716;2.3606;2.432
2.955690;0.3184;-0.3705;2.2583;2.311
2.960215;0.2951;-0.2481;2.1251;2.160
2.966968;0.2855;-0.1428;1.9559;1.982
2.970121;0.3209;-0.0569;1.7606;1.790
2.975361;0.3917;-0.0024;1.5456;1.594
2.980048;0.5079;-0.0053;1.3253;1.419
2.985455;0.6604;-0.0323;1.1066;1.289
2.990462;0.7946;-0.0593;0.8890;1.194
2.995914;0.9516;-0.0576;0.6747;1.168
3.000684;1.1367;-0.0344;0.4514;1.224
3.005566;1.3123;0.0175;0.2402;1.334
3.011274;1.4669;0.0813;0.0479;1.470
3.017267;1.6370;0.1500;-0.1404;1.650
3.020159;1.7322;0.2234;-0.3202;1.776
3.025725;1.7674;0.3233;-0.4659;1.856
3.030783;1.7551;0.4210;-0.5155;1.877
3.046294;1.7028;0.5666;-0.5053;1.864
3.047325;1.5793;0.6932;-0.4066;1.772
3.048001;1.3964;0.8104;-0.2291;1.631
3.054546;1.1634;0.9183;0.0227;1.482
3.055767;0.9038;1.0406;0.3467;1.421
3.060538;0.6504;1.1679;0.6834;1.501
3.067392;0.3645;1.2689;1.0217;1.669
3.070721;0.0500;1.3864;1.3884;1.963
3.075744;-0.2387;1.4774;1.7199;2.280
3.080520;-0.4976;1.5345;2.0240;2.588
3.085508;-0.7103;1.5910;2.2344;2.833
3.090975;-0.8724;1.6636;2.3969;3.045
3.095753;-0.9984;1.7498;2.5000;3.211
3.100695;-1.0978;1.8280;2.5390;3.316
3.105739;-1.1442;1.9100;2.5500;3.385
3.110828;-1.1780;1.9383;2.4973;3.374
3.116172;-1.1869;1.9345;2.3806;3.289
3.121297;-1.1680;1.9179;2.2762;3.197
3.126152;-1.1209;1.8885;2.1503;3.074
3.130637;-1.0857;1.8751;2.0146;2.959
3.135993;-1.0743;1.8778;1.8855;2.870
3.140765;-1.1100;1.8703;1.7481;2.790
3.145806;-1.1666;1.8718;1.6549;2.757
3.154213;-1.2365;1.8610;1.5720;2.732
3.162703;-1.2815;1.8762;1.5207;2.734
3.163539;-1.3110;1.8839;1.4913;2.737
3.166718;-1.3490;1.9201;1.4909;2.780
3.174342;-1.3832;1.9486;1.5337;2.840
3.175578;-1.4304;1.9792;1.6081;2.924
3.180661;-1.4785;2.0115;1.6974;3.019
3.185684;-1.5230;2.0410;1.8089;3.124
3.191094;-1.5687;2.0506;1.9407;3.230
3.195944;-1.6324;2.0499;2.0809;3.346
3.201205;-1.7117;2.0581;2.2034;3.467
3.206286;-1.8332;2.0535;2.3085;3.593
3.210949;-1.9728;2.0553;2.4034;3.727
3.215832;-2.0995;2.0228;2.4955;3.838
3.221290;-2.2424;1.9968;2.5705;3.953
3.225973;-2.3658;1.9485;2.6479;4.050
3.230816;-2.4483;1.8731;2.7209;4.112
3.236014;-2.5144;1.7993;2.7299;4.125
3.241527;-2.5213;1.7225;2.6606;4.050
3.246777;-2.5055;1.6427;2.5490;3.934
3.252774;-2.4622;1.5388;2.4161;3.777
3.256521;-2.3892;1.4539;2.2377;3.582
3.261561;-2.3175;1.4337;2.0421;3.405
3.271094;-2.2490;1.4040;1.8719;3.246
3.271973;-2.1715;1.3529;1.7077;3.076
3.276152;-2.0871;1.2829;1.5801;2.915
3.282462;-2.0118;1.1630;1.4983;2.765
3.286644;-1.9261;1.0314;1.4264;2.609
3.291591;-1.8344;0.8689;1.3788;2.454
3.296475;-1.7292;0.7067;1.3576;2.309
3.301341;-1.6555;0.5495;1.3293;2.193
3.306346;-1.6347;0.4212;1.3179;2.142
3.311694;-1.6619;0.3290;1.3379;2.159
3.316402;-1.7156;0.2655;1.3270;2.185
3.321380;-1.8058;0.2022;1.3022;2.236
3.326287;-1.8965;0.1270;1.2564;2.278
3.332156;-1.9834;0.0162;1.1945;2.315
3.340255;-2.0188;-0.1016;1.1380;2.320
3.341427;-2.0703;-0.2214;1.0584;2.336
3.346425;-2.1139;-0.3431;0.9722;2.352
3.357436;-2.1501;-0.4285;0.8556;2.353
3.363548;-2.1813;-0.5110;0.7346;2.358
3.364347;-2.2029;-0.5642;0.5923;2.350
3.366400;-2.2414;-0.6145;0.4788;2.373
3.371808;-2.2848;-0.6497;0.3820;2.406
3.376745;-2.3359;-0.6676;0.3232;2.451
3.382825;-2.3779;-0.7064;0.2641;2.495
3.386956;-2.4160;-0.7589;0.2357;2.543
3.392000;-2.4477;-0.8490;0.1996;2.598
3.396620;-2.4921;-0.9648;0.1681;2.678
3.401719;-2.5492;-1.0464;0.1268;2.759
3.406446;-2.6143;-1.1154;0.0877;2.844
3.412091;-2.6705;-1.1718;0.0366;2.916
3.416692;-2.7298;-1.2182;-0.0507;2.990
3.421541;-2.7851;-1.2663;-0.1981;3.066
3.427183;-2.8366;-1.3234;-0.2767;3.142
3.432591;-2.8699;-1.3823;-0.3343;3.203
3.436700;-2.9089;-1.4263;-0.3949;3.264
3.442274;-2.9415;-1.4506;-0.4657;3.313
3.446902;-2.9607;-1.4481;-0.5466;3.341
3.452047;-3.0024;-1.4499;-0.6447;3.396
3.456820;-3.0308;-1.4680;-0.7222;3.444
3.461827;-3.0628;-1.4856;-0.7934;3.495
3.473260;-3.0721;-1.4932;-0.8372;3.517
3.476260;-3.0758;-1.5075;-0.8848;3.538
3.477437;-3.0715;-1.5189;-0.8956;3.542
3.482841;-3.0426;-1.5155;-0.9009;3.516
3.492734;-3.0082;-1.5284;-0.8958;3.491
3.493629;-2.9829;-1.5529;-0.8732;3.474
3.496673;-2.9712;-1.5722;-0.8474;3.467
3.502157;-2.9759;-1.5792;-0.8421;3.473
3.507187;-2.9897;-1.6003;-0.8549;3.497
3.512896;-2.9935;-1.6305;-0.8716;3.518
3.516905;-2.9680;-1.6341;-0.8755;3.499
3.522061;-2.9348;-1.6686;-0.8760;3.488
3.527081;-2.8815;-1.6668;-0.8779;3.443
3.533208;-2.8560;-1.6553;-0.8883;3.418
3.537195;-2.8245;-1.6651;-0.8832;3.396
3.542523;-2.8086;-1.6795;-0.8819;3.389
3.547244;-2.7674;-1.6889;-0.8630;3.355
3.551950;-2.7249;-1.6934;-0.8339;3.315
3.557183;-2.6617;-1.6833;-0.8183;3.254
3.562455;-2.5921;-1.6850;-0.8236;3.199
3.569571;-2.5252;-1.6962;-0.7947;3.144
3.574662;-2.4800;-1.7241;-0.7721;3.118
3.577435;-2.4371;-1.7351;-0.7321;3.080
3.585060;-2.4466;-1.7389;-0.7054;3.083
3.587539;-2.4461;-1.7403;-0.6992;3.082
3.592081;-2.4765;-1.7369;-0.6606;3.096
3.596756;-2.5160;-1.7120;-0.6374;3.109
3.602075;-2.5479;-1.6966;-0.6295;3.125
3.606959;-2.5890;-1.6932;-0.6462;3.160
3.612182;-2.6296;-1.6875;-0.6900;3.200
3.617499;-2.6890;-1.6817;-0.7274;3.254
3.622281;-2.7554;-1.6688;-0.7824;3.315
3.627495;-2.8265;-1.6486;-0.8601;3.383
3.632528;-2.9027;-1.6237;-0.9317;3.454
3.637271;-3.0009;-1.5796;-0.9785;3.530
3.642484;-3.0833;-1.5522;-1.0268;3.601
3.647182;-3.1403;-1.4817;-1.0769;3.635
3.652369;-3.1841;-1.3800;-1.0928;3.638
3.657682;-3.2029;-1.3070;-1.0770;3.623
3.662341;-3.2207;-1.2100;-1.0368;3.593
3.668962;-3.1898;-1.1082;-1.0101;3.525
3.672187;-3.1483;-1.0015;-1.0015;3.452
3.677672;-3.0845;-0.9402;-0.9848;3.372
3.686211;-3.0221;-0.8979;-0.9236;3.285
3.688583;-2.9780;-0.8960;-0.9186;3.243
3.692706;-2.9474;-0.9059;-0.9004;3.212
3.700373;-2.8826;-0.9346;-0.8667;3.152
3.714917;-2.7787;-0.9606;-0.7910;3.045
3.716229;-2.6450;-0.9695;-0.7022;2.903
3.717041;-2.5075;-0.9877;-0.6406;2.770
3.717792;-2.3995;-0.9842;-0.6278;2.668
3.722752;-2.2969;-0.9851;-0.6184;2.575
3.728248;-2.2040;-0.9715;-0.5577;2.472
3.732765;-2.1446;-0.9530;-0.4909;2.398
3.741370;-2.0729;-0.9392;-0.4206;2.314
3.743053;-2.0271;-0.8845;-0.3659;2.242
3.747878;-2.0237;-0.8418;-0.2744;2.209
3.752574;-2.0410;-0.8061;-0.1749;2.201
3.758155;-2.0741;-0.7513;-0.0407;2.206
3.763233;-2.1229;-0.6918;0.0924;2.235
3.768334;-2.1824;-0.5963;0.1961;2.271
3.772765;-2.2503;-0.4938;0.2777;2.321
3.778369;-2.3197;-0.4010;0.3733;2.383
3.786020;-2.3812;-0.3225;0.4926;2.453
3.795152;-2.4183;-0.2512;0.5686;2.497
3.795741;-2.4170;-0.2061;0.6349;2.507
3.802925;-2.3894;-0.1848;0.7346;2.507
3.803702;-2.3121;-0.1632;0.8079;2.455
3.808068;-2.2330;-0.1773;0.8354;2.391
3.812710;-2.1643;-0.1743;0.8818;2.344
3.817976;-2.0774;-0.1661;0.9541;2.292
3.823456;-1.9820;-0.1503;1.0428;2.245
3.828310;-1.9140;-0.1198;1.0859;2.204
3.832965;-1.8494;-0.0698;1.1049;2.155
3.837919;-1.8097;-0.0313;1.1092;2.123
3.843837;-1.7829;-0.0068;1.1154;2.103
3.849236;-1.7855;0.0613;1.1590;2.130
3.853279;-1.8367;0.1489;1.2425;2.223
3.858435;-1.8696;0.2417;1.3324;2.308
3.863098;-1.8843;0.2871;1.4192;2.376
3.868525;-1.8643;0.2757;1.5270;2.426
3.873264;-1.7925;0.2673;1.6702;2.465
3.878043;-1.7096;0.3120;1.8132;2.512
3.885225;-1.5821;0.3858;1.9517;2.542
3.887857;-1.4340;0.4720;2.0404;2.538
3.893569;-1.2198;0.5035;2.1273;2.503
3.913488;-0.9869;0.4658;2.2103;2.465
3.914924;-0.7398;0.4021;2.2726;2.424
3.915409;-0.5166;0.3050;2.3262;2.402
3.916043;-0.3379;0.1793;2.3616;2.392
3.922260;-0.2321;0.0798;2.3882;2.401
3.923411;-0.2157;-0.0222;2.4011;2.411
3.928476;-0.2690;-0.1030;2.4125;2.430
3.934752;-0.3801;-0.1793;2.4030;2.439
3.939008;-0.5130;-0.2415;2.3557;2.423
3.943406;-0.6699;-0.2563;2.3038;2.413
3.949287;-0.8748;-0.1806;2.2236;2.396
3.953223;-1.0924;-0.0598;2.0980;2.366
3.958351;-1.2874;0.0562;1.9745;2.358
3.963430;-1.3196;0.1101;1.9462;2.354
3.968388;-1.2613;0.1022;1.8744;2.262
3.973563;-1.1012;0.0399;1.8139;2.122
3.978697;-0.8968;-0.0647;1.7693;1.985
3.984263;-0.6459;-0.1517;1.7456;1.867
3.988363;-0.3941;-0.2569;1.7499;1.812
3.993756;-0.1627;-0.3566;1.7536;1.797
3.998852;0.0294;-0.4459;1.7518;1.808
4.003583;0.1660;-0.5608;1.7541;1.849
4.008746;0.2357;-0.6418;1.7677;1.895
4.013381;0.2534;-0.7057;1.7493;1.903
4.018551;0.1841;-0.7408;1.7659;1.924
4.024066;0.0639;-0.7280;1.8076;1.950
4.028946;-0.1068;-0.7155;1.8652;2.001
4.036031;-0.2588;-0.7389;1.8738;2.031
4.038504;-0.4278;-0.7649;1.8597;2.056
4.044141;-0.6088;-0.7694;1.8107;2.059
4.050868;-0.7927;-0.7403;1.7458;2.055
4.054475;-0.9558;-0.6752;1.6959;2.060
4.059095;-1.1106;-0.6095;1.6514;2.081
4.064872;-1.1910;-0.6005;1.6168;2.096
4.069029;-1.2262;-0.6335;1.6281;2.134
4.074299;-1.1930;-0.6412;1.6757;2.155
4.079081;-1.1252;-0.6379;1.7383;2.167
4.083640;-1.0663;-0.6067;1.8115;2.188
4.088764;-0.9785;-0.5714;1.9003;2.212
4.094171;-0.8425;-0.5537;2.0286;2.265
4.098854;-0.6416;-0.5441;2.1587;2.317
4.103723;-0.3876;-0.5355;2.3149;2.407
4.109028;-0.1254;-0.5092;2.5095;2.564
4.113802;0.1523;-0.4321;2.6883;2.727
4.118982;0.3934;-0.3452;2.8014;2.850
4.124259;0.5961;-0.2872;2.9065;2.981
4.129068;0.7660;-0.2274;2.9725;3.078
4.135502;0.8774;-0.1516;3.0090;3.138
4.138825;0.9981;-0.0267;3.0135;3.175
4.144525;1.0588;0.1183;2.9622;3.148
4.152796;1.0818;0.2499;2.8760;3.083
4.154553;1.1268;0.3705;2.7859;3.028
4.159179;1.1532;0.4922;2.6821;2.961
4.164204;1.2086;0.6175;2.5784;2.914
4.169200;1.2761;0.7323;2.5155;2.914
4.174451;1.3453;0.8322;2.4597;2.925
4.179341;1.4495;0.8956;2.4614;2.994
4.184341;1.5643;0.9564;2.4727;3.078
4.188899;1.7179;1.0576;2.4844;3.200
4.194526;1.8764;1.1633;2.5206;3.351
4.199051;2.0754;1.2473;2.5170;3.493
4.204234;2.2358;1.3885;2.4592;3.602
4.209320;2.3694;1.4697;2.5581;3.784
4.214349;2.5040;1.4863;2.7516;4.006
4.219382;2.5577;1.4527;2.8538;4.098
4.224548;2.6545;1.3879;3.0591;4.281
4.229265;2.7152;1.3924;3.1669;4.398
4.235912;2.7468;1.4659;3.1875;4.456
4.241397;2.7280;1.5939;3.1017;4.427
4.244823;2.7160;1.6784;3.1989;4.520
4.252083;2.6652;1.7529;3.1895;4.511
4.255385;2.6358;1.7839;3.1308;4.465
4.259668;2.6662;1.7143;3.2882;4.567
4.265294;2.6753;1.6778;3.2140;4.506
4.269286;2.7759;1.6267;3.2456;4.570
4.274471;2.8844;1.5608;3.2079;4.588
4.279514;3.0343;1.4397;3.1966;4.637
4.284290;3.1855;1.2656;3.1997;4.689
4.289568;3.3171;1.0764;3.1619;4.707
4.294882;3.4820;0.7931;3.3130;4.871
4.299489;3.5412;0.5760;3.3256;4.892
4.304975;3.5933;0.4320;3.3025;4.899
4.309594;3.6192;0.3082;3.3588;4.947
4.314303;3.6619;0.1398;3.3919;4.993
4.319667;3.7003;-0.0134;3.3302;4.978
4.324788;3.7085;-0.1470;3.2860;4.957
4.329684;3.7059;-0.2707;3.1875;4.896
4.335585;3.6545;-0.3414;3.0225;4.755
4.339543;3.6096;-0.3710;2.8028;4.585
4.345256;3.5806;-0.3666;2.5376;4.404
4.351252;3.5439;-0.3567;2.2551;4.216
4.355124;3.4802;-0.4008;1.9645;4.016
4.360117;3.3946;-0.4843;1.7441;3.847
4.365862;3.2918;-0.5735;1.6006;3.705
4.369685;3.1694;-0.6396;1.4694;3.552
4.375155;3.0273;-0.7066;1.3769;3.400
4.379995;2.8654;-0.7554;1.2704;3.224
4.385139;2.7077;-0.8263;1.1594;3.059
4.390200;2.5540;-0.8692;1.0556;2.897
4.394956;2.4115;-0.8984;0.9663;2.749
4.399626;2.2680;-0.9160;0.8888;2.602
4.404865;2.1162;-0.9579;0.8303;2.467
4.410218;1.9703;-1.0334;0.8002;2.364
4.415720;1.8730;-1.1520;0.8034;2.341
4.420338;1.7809;-1.2847;0.8257;2.346
4.425526;1.7298;-1.4197;0.8458;2.392
4.429933;1.6713;-1.5280;0.8759;2.428
4.435378;1.6555;-1.6289;0.9162;2.497
4.440202;1.6607;-1.7247;0.9266;2.567
4.445354;1.6866;-1.7963;0.9191;2.630
4.453199;1.7070;-1.8438;0.8533;2.654
4.455085;1.7026;-1.8934;0.7578;2.657
4.460300;1.7216;-1.9116;0.6658;2.657
4.475544;1.7545;-1.9177;0.5606;2.659
4.476600;1.7893;-1.9068;0.4731;2.657
4.477058;1.8216;-1.8790;0.4057;2.648
4.479944;1.8514;-1.8560;0.3581;2.646
4.485090;1.8599;-1.8330;0.3253;2.631
4.490217;1.8709;-1.8075;0.3576;2.626
4.495377;1.9253;-1.8132;0.4142;2.677
4.500467;1.9682;-1.8598;0.4045;2.738
4.505092;2.0188;-1.9115;0.4097;2.810
4.510448;2.0534;-1.9682;0.4033;2.873
4.515941;2.0793;-2.0371;0.4022;2.939
4.520681;2.1202;-2.1062;0.3582;3.010
4.525676;2.1833;-2.1921;0.3289;3.111
4.530115;2.2641;-2.2401;0.2594;3.196
4.535466;2.3797;-2.2599;0.1255;3.284
4.540830;2.4562;-2.2804;-0.0253;3.352
4.545692;2.4819;-2.3159;-0.1192;3.397
4.552570;2.4757;-2.3472;-0.1756;3.416
4.558364;2.4498;-2.3743;-0.2158;3.418
4.560801;2.4109;-2.3945;-0.2663;3.408
4.568632;2.3111;-2.4485;-0.3606;3.386
4.570537;2.2076;-2.4977;-0.4174;3.359
4.576500;2.1124;-2.5061;-0.4296;3.306
4.580625;2.0587;-2.4501;-0.4497;3.232
4.585820;2.0611;-2.3416;-0.4825;3.157
4.590422;2.0572;-2.2669;-0.4850;3.099
4.595698;2.0662;-2.2282;-0.4406;3.071
4.600513;2.0717;-2.2044;-0.3848;3.049
4.605402;2.0167;-2.1647;-0.3751;2.982
4.610945;1.8634;-2.1808;-0.4168;2.899
4.615461;1.6885;-2.2121;-0.4602;2.821
4.620931;1.5492;-2.2414;-0.4504;2.762
4.625671;1.4212;-2.2639;-0.4425;2.709
4.630472;1.2925;-2.2964;-0.4792;2.678
4.635688;1.1942;-2.3149;-0.5077;2.654
4.641003;1.0878;-2.2812;-0.5399;2.584
4.645762;0.9685;-2.2431;-0.5754;2.510
4.650724;0.8339;-2.1816;-0.6332;2.420
4.655612;0.7104;-2.1277;-0.8645;2.404
4.661182;0.5550;-2.1245;-0.7594;2.323
4.680844;0.3291;-2.1025;-0.6214;2.217
4.682232;0.1235;-2.0281;-0.5865;2.115
4.682806;-0.0596;-1.9539;-0.6499;2.060
4.683278;-0.1871;-1.8798;-0.7375;2.028
4.685742;-0.2687;-1.8126;-0.8616;2.025
4.690920;-0.3211;-1.7526;-0.9843;2.036
4.696059;-0.3446;-1.7400;-1.0725;2.073
4.700625;-0.4158;-1.7318;-1.1216;2.105
4.706021;-0.4870;-1.7302;-1.1269;2.121
4.711353;-0.5441;-1.7327;-1.0670;2.106
4.716222;-0.5945;-1.7703;-1.0707;2.153
4.721438;-0.6120;-1.8191;-1.0425;2.184
4.726285;-0.6352;-1.8717;-0.9678;2.201
4.731806;-0.6427;-1.9282;-0.8969;2.222
4.735928;-0.6176;-1.9646;-0.8319;2.221
4.740943;-0.6101;-2.0050;-0.7896;2.240
4.746344;-0.5938;-2.0231;-0.7128;2.226
4.751152;-0.5782;-2.0262;-0.6039;2.192
4.756245;-0.5970;-2.0813;-0.4650;2.215
4.761615;-0.6235;-2.1286;-0.2957;2.238
4.766006;-0.6962;-2.1777;-0.1651;2.292
4.771504;-0.7767;-2.2167;-0.0922;2.351
4.776013;-0.8503;-2.2817;-0.0554;2.436
4.790731;-0.9051;-2.3510;-0.0478;2.520
4.792069;-0.9242;-2.4081;-0.0598;2.580
4.792454;-0.9053;-2.4647;-0.1226;2.629
4.798622;-0.9056;-2.5331;-0.1548;2.695
4.805433;-0.9200;-2.6061;-0.2069;2.771
4.806391;-0.9032;-2.6454;-0.2528;2.807
4.811193;-0.8883;-2.6632;-0.2998;2.823
4.816205;-0.8851;-2.6305;-0.3840;2.802
4.821575;-0.9106;-2.5570;-0.5489;2.769
4.826574;-0.9342;-2.4732;-0.6112;2.714
4.831788;-0.8940;-2.3744;-0.5879;2.604
4.836425;-0.8072;-2.2533;-0.4929;2.444
4.841563;-0.6547;-2.1075;-0.3520;2.235
4.846173;-0.4697;-2.0068;-0.2264;2.073
4.851274;-0.2952;-1.9561;-0.1322;1.983
4.856238;-0.1524;-1.9770;-0.1049;1.986
4.861295;-0.0937;-2.0264;-0.1040;2.031
4.866269;-0.2221;-2.1521;-0.2134;2.174
4.871224;-0.3366;-2.1741;-0.3626;2.230
4.876799;-0.3249;-2.0543;-0.3199;2.104
4.889040;-0.3259;-1.8695;-0.3049;1.922
4.890434;-0.3278;-1.7321;-0.3796;1.803
4.891463;-0.3017;-1.6732;-0.4172;1.751
4.896874;-0.2737;-1.6307;-0.3892;1.699
4.903446;-0.2533;-1.5831;-0.3673;1.645
4.906693;-0.2475;-1.5183;-0.3514;1.578
4.912142;-0.2491;-1.4652;-0.3226;1.521
4.916560;-0.2628;-1.4262;-0.2668;1.475
4.921597;-0.2409;-1.4057;-0.1818;1.438
4.926633;-0.1639;-1.3682;-0.0673;1.380
4.932459;-0.0821;-1.3401;0.0936;1.346
4.936539;0.0339;-1.2857;0.2557;1.311
4.941734;0.1672;-1.2051;0.4027;1.282
4.946818;0.2653;-1.1726;0.5588;1.326
4.951829;0.3261;-1.1907;0.6666;1.403
4.957013;0.3543;-1.2232;0.7956;1.502
4.962130;0.3641;-1.2870;0.9050;1.615
4.966870;0.3957;-1.2860;1.0260;1.692
4.972171;0.4418;-1.2346;1.1327;1.733
4.977183;0.5283;-1.1449;1.1633;1.716
4.982114;0.6380;-1.0097;1.1518;1.659
4.987013;0.7230;-0.7930;1.1225;1.553
4.992827;0.7687;-0.5095;1.0970;1.433
4.996743;0.7798;-0.2117;1.0491;1.324
5.001925;0.7515;0.0717;1.0072;1.259
5.006570;0.6503;0.2643;1.0117;1.231
5.012560;0.4234;0.3088;0.9761;1.108
5.019850;0.3293;0.3899;0.9235;1.055
5.022633;0.4401;0.5625;1.1095;1.319
5.027117;0.6125;0.7638;1.3244;1.647
5.033669;0.7799;0.8690;1.3631;1.795
5.041345;0.8975;0.8110;1.4120;1.859
5.042521;0.9542;0.6257;1.5306;1.909
5.047815;1.0172;0.4184;1.6948;2.020
5.052114;1.0293;0.2107;1.8712;2.146
5.057435;1.0242;0.0335;1.9857;2.235
5.062275;1.0449;-0.0917;2.0337;2.288
5.067113;1.0171;-0.1935;2.0774;2.321
5.072354;1.0028;-0.3031;2.1745;2.414
5.077788;0.9539;-0.3894;2.2129;2.441
5.082776;0.8870;-0.4188;2.2145;2.422
5.087345;0.8086;-0.4631;2.2180;2.406
5.092256;0.7377;-0.5319;2.1637;2.347
5.097285;0.7193;-0.5866;2.0471;2.248
5.102239;0.7052;-0.6559;1.9134;2.142
5.107564;0.6953;-0.6966;1.7530;2.010
5.112609;0.7159;-0.6991;1.5392;1.836
5.119461;0.7884;-0.7160;1.4015;1.760
5.128771;0.8867;-0.7188;1.1695;1.634
5.129283;1.0300;-0.7168;0.8932;1.540
5.136587;1.1565;-0.7243;0.6435;1.509
5.138067;1.2450;-0.7391;0.5016;1.532
5.142913;1.2911;-0.7371;0.3086;1.518
5.147514;1.2949;-0.6846;0.1814;1.476
5.152402;1.2804;-0.6128;0.1434;1.427
5.157882;1.2882;-0.5359;0.1394;1.402
5.162888;1.3060;-0.5280;0.1718;1.419
5.167850;1.3577;-0.5342;0.2242;1.476
5.172943;1.4191;-0.5518;0.2845;1.549
5.177935;1.4689;-0.5690;0.3459;1.613
5.182993;1.5572;-0.6290;0.5282;1.761
5.187678;1.6219;-0.6911;0.6522;1.880
5.192682;1.6800;-0.7340;0.7327;1.974
5.199074;1.7122;-0.7195;0.8560;2.045
5.202892;1.6993;-0.7602;1.0106;2.118
5.207889;1.6151;-0.7434;1.0290;2.054
5.212902;1.5314;-0.7460;1.0718;2.013
5.218047;1.4769;-0.7488;1.0745;1.974
5.222704;1.3870;-0.6896;1.0084;1.848
5.227916;1.3047;-0.6402;1.0866;1.815
5.236690;1.2918;-0.5982;1.0963;1.797
5.244860;1.3550;-0.5491;1.0591;1.805
5.246564;1.4198;-0.5192;1.0061;1.816
5.248707;1.5028;-0.4773;0.8680;1.800
5.254353;1.5947;-0.4905;0.7357;1.823
5.257835;1.7122;-0.5323;0.6520;1.908
5.263300;1.8341;-0.5069;0.5205;1.973
5.267998;1.9195;-0.4190;0.3959;2.004
5.273013;2.0119;-0.3237;0.4671;2.091
5.278294;2.0320;-0.2975;0.4013;2.093
5.284218;1.9476;-0.2256;0.2674;1.979
5.288112;1.8813;-0.1059;0.2282;1.898
5.293150;1.8832;0.0235;0.3479;1.915
5.299158;1.9029;0.1554;0.4928;1.972
5.303303;1.9167;0.2417;0.5744;2.015
5.308170;1.9919;0.2585;0.7460;2.143
5.312921;2.0498;0.3229;0.7877;2.220
5.318003;2.0526;0.4779;0.9079;2.295
5.323333;1.9715;0.6490;1.0423;2.323
5.328229;1.8738;0.8195;1.1457;2.344
5.335675;1.7616;0.9462;1.2804;2.374
5.338435;1.5987;1.0964;1.4153;2.400
5.344256;1.3532;1.2128;1.6631;2.463
5.352933;1.0199;1.3408;1.8253;2.484
5.354132;0.6915;1.5022;2.0026;2.597
5.358280;0.3767;1.6969;2.2122;2.813
5.363684;0.0554;1.8866;2.3850;3.041
5.368093;-0.1392;2.0117;2.5116;3.221
5.373327;-0.2459;2.0889;2.5489;3.305
5.378529;-0.3296;2.2072;2.5395;3.381
5.383303;-0.3997;2.3855;2.5071;3.484
5.388204;-0.4180;2.5763;2.5014;3.615
5.393192;-0.3651;2.7841;2.5628;3.802
5.403668;-0.3222;2.9683;2.6219;3.974
5.404815;-0.3080;3.1288;2.7313;4.165
5.408166;-0.2623;3.2392;2.8789;4.342
5.412990;-0.2135;3.3329;3.0984;4.556
5.418636;-0.1922;3.3739;3.4286;4.814
5.424006;-0.1432;3.3881;3.7765;5.076
